Cognome;Nome Completo;Ruolo;Ruoli Mantra;Quotazione Attuale;Quotazione Iniziale;Squadra;Piede;Nazionalità;Data Nascita;Foto;Media Voto;Media Fantavolo
Gori;Gori Stefano;P;Por;1;1;Monza;destro;Italia;09/03/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Thorsby;Thorsby Morten;C;"M;C";11;11;Genoa;destro;Norvegia;05/05/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/THORSBY.png?v=56;5.98;6.31
Ferreira J.;Ferreira Joao;D;"Dd;E";4;1;Udinese;destro;Portogallo;22/03/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.67;5.55
Latte Lath;Latte Lath Emmanuel;A;Pc;1;1;Atalanta;destro;"Costa D''avorio;Italia";01/01/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Dorgu;Dorgu Patrick;D;"Ds;E";7;1;Lecce;sinistro;"Danimarca;Nigeria";26/10/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/DORGU.png?v=56;5.90;6.0
D'Ambrosio;D'Ambrosio Danilo;D;"Dd;Ds;Dc";4;9;Monza;destro;Italia;09/09/1988 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/D-AMBROSIO.png?v=56;5.79;5.69
Crociata;Crociata Giovanni;C;"C;T";1;1;Empoli;destro;Italia;11/08/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/CROCIATA.png?v=56;0.0;0.0
Infantino;Infantino Gino;C;"W;T";1;6;Fiorentina;sinistro;Argentina;19/05/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.75;5.5
Ramadani;Ramadani Ylber;C;"M;C";6;7;Lecce;destro;"Albania;Kosovo";12/04/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/RAMADANI.png?v=56;5.82;5.72
Kamada;Kamada Daichi;C;"C;T";8;15;Lazio;destro;Giappone;05/08/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/KAMADA.png?v=56;5.88;6.1
Musah;Musah Junus;C;C;5;9;Milan;destro;"Inghilterra;Ghana";29/11/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/MUSAH.png?v=56;5.92;5.86
Mina;Mina Yerry;D;Dc;11;8;Cagliari;destro;Colombia;23/09/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/MINA.png?v=56;6.03;6.27
Shpendi S.;Shpendi Stiven;A;Pc;2;1;Empoli;destro;"Albania;Italia";19/05/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.72;5.72
Natan;Natan;D;Dc;1;9;Napoli;sinistro;Brasile;06/02/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NATAN.png?v=56;5.81;5.69
Ake' M.;Akè Marley;A;A;1;1;Udinese;destro;"Francia;Costa D''avorio";05/01/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Scamacca;Scamacca Gianluca;A;Pc;32;25;Atalanta;ambidestro;Italia;01/01/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/SCAMACCA.png?v=56;6.41;7.94
Sommer;Sommer Yann;P;Por;17;15;Inter;destro;Svizzera;17/12/1988 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/SOMMER.png?v=56;6.12;5.63
Isaksen;Isaksen Gustav;A;A;12;12;Lazio;ambidestro;Danimarca;19/04/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/ISAKSEN.png?v=56;6.07;6.46
Vlasic;Vlasic Nikola;C;"W;T";13;19;Torino;destro;Croazia;04/10/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/VLASIC.png?v=56;6.02;6.30
Gonzalez F.;Gonzalez Facundo;D;Dc;2;2;Juventus;sinistro;"Uruguay;Italia";06/06/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Christensen O.;Christensen Oliver;P;Por;1;3;Fiorentina;destro;Danimarca;22/03/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/CHRISTENSEN-O.png?v=56;5.5;3.25
Cajuste;Cajuste Jens;C;"M;C";4;8;Napoli;destro;"Svezia;Stati Uniti";10/08/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/CAJUSTE-.png?v=56;5.80;5.68
Audero;Audero Emil;P;Por;6;1;Inter;destro;"Italia;Indonesia";18/01/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/AUDERO.png?v=56;6.0;5.25
Nzola;Nzola M'Bala;A;Pc;8;23;Fiorentina;sinistro;"Francia;Angola";18/08/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NZOLA.png?v=56;5.74;6.09
Borbei;Borbei Alexandru;P;Por;1;1;Lecce;destro;Romania;27/06/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Corazza;Corazza Tommaso;D;"Dd;Ds;E";1;1;Bologna;destro;Italia;29/06/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.9;5.8
Mateus Lusuardi;Mateus Lusuardi;D;Dc;1;1;Frosinone;sinistro;Brasile;08/01/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.17;5.0
Ndoye;Ndoye Dan;C;"W;A";9;11;Bologna;destro;"Svizzera;Senegal";25/10/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NDOYE.png?v=56;6.02;6.08
Beltran L.;Beltran Lucas;A;Pc;18;16;Fiorentina;destro;"Argentina;Italia";29/03/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BELTRAN-L.png?v=56;6.12;6.67
Kaba;Kaba Mohamed;C;"M;C";3;6;Lecce;destro;"Francia;Guinea";27/10/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.82;5.73
Barrenechea;Barrenechea Enzo;C;"M;C";6;3;Frosinone;sinistro;Argentina;22/05/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BARRENECHEA.png?v=56;5.84;5.73
Lazaro;Lazaro Valentino;D;E;8;4;Torino;destro;Austria;24/03/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/LAZARO.png?v=56;6.02;6.07
Bettella;Bettella Davide;D;Dc;1;1;Monza;destro;Italia;07/04/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Palmisani;Palmisani Lorenzo;P;Por;1;1;Frosinone;destro;Italia;12/06/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Burnete;Burnete Rares;A;Pc;1;1;Lecce;destro;Romania;31/01/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.0;6.0
Corfitzen;Corfitzen Jeppe;A;A;1;1;Lecce;sinistro;Danimarca;29/12/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Pagano;Pagano Riccardo;C;"C;T";2;1;Roma;destro;Italia;28/11/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.0;6.0
Paredes;Paredes Leandro;C;"M;C";10;8;Roma;destro;Argentina;29/06/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/PAREDES.png?v=56;5.99;6.13
Renato Sanches;Renato Sanches;C;C;4;13;Roma;destro;Portogallo;18/08/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/RENATO-SANCHES.png?v=56;5.8;6.2
Kaio Jorge;Kaio Jorge;A;Pc;7;1;Frosinone;destro;Brasile;24/01/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/KAIO-JORGE.png?v=56;5.93;6.29
Racic;Racic Uros;C;"M;C";7;5;Sassuolo;ambidestro;Serbia;17/03/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.89;6.08
Legowski;Legowski Mateusz;C;"M;C";4;1;Salernitana;destro;Polonia;29/01/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/LEGOWSKI.png?v=56;5.72;5.65
Prati;Prati Matteo;C;"M;C";7;3;Cagliari;destro;Italia;28/12/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/PRATI.png?v=56;5.92;6.0
Stewart;Stewart Trivante;A;Pc;1;1;Salernitana;destro;Giamaica;22/03/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.83;5.83
Kalaj;Kalaj Sergio;D;Dc;1;1;Frosinone;destro;"Albania;Italia";28/01/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lulic K.;Lulic Karlo;C;C;2;2;Frosinone;destro;Croazia;10/05/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.0;6.0
Pereira P.;Pereira Pedro;D;"Dd;E";4;1;Monza;destro;Portogallo;22/01/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.76;5.74
Kokorin;Kokorin Aleksandr;A;Pc;1;1;Fiorentina;destro;Russia;19/03/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/KOKORIN.png?v=56;0.0;0.0
Pierozzi;Pierozzi Niccolò;D;"Dd;Ds;E";6;2;Salernitana;destro;Italia;12/09/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.0;6.0
Yildiz;Yildiz Kenan;A;A;12;1;Juventus;ambidestro;"Turchia;Germania";04/05/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/YILDIZ.png?v=56;6.05;6.29
Huijsen;Huijsen Dean;D;Dc;5;1;Roma;ambidestro;"Olanda;Spagna";14/04/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/HUIJSEN.png?v=56;5.86;6.05
Ikwuemesi;Ikwuemesi Chukwubuikem;A;Pc;4;1;Salernitana;destro;Nigeria;05/08/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/IKWUEMESI.png?v=56;5.67;5.80
Krstovic;Krstovic Nikola;A;Pc;12;11;Lecce;destro;"Montenegro;Serbia";05/04/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/KRSTOVIC.png?v=56;5.91;6.30
Malinovskyi;Malinovskyi Ruslan;C;T;13;16;Genoa;sinistro;Ucraina;04/05/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/MALINOVSKYI.png?v=56;6.22;6.63
Bonfanti;Bonfanti Giovanni;D;Dc;2;1;Atalanta;sinistro;Italia;17/01/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.75;5.75
Cheddira;Cheddira Walid;A;Pc;18;11;Frosinone;destro;"Marocco;Italia";22/01/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/CHEDDIRA.png?v=56;6.05;6.76
Martegani;Martegani Agustin;C;T;3;3;Salernitana;sinistro;"Argentina;Italia";20/05/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.83;6.0
Van Hooijdonk;van Hooijdonk Sydney;A;Pc;3;3;Bologna;destro;Olanda;06/02/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/VAN-HOOIJDONK.png?v=56;5.79;5.79
Pedersen;Pedersen Marcus;D;"Dd;E";3;7;Sassuolo;destro;Norvegia;16/07/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/PEDERSEN.png?v=56;5.72;5.72
Bereszynski;Bereszynski Bartosz;D;"Dd;E";6;3;Empoli;destro;Polonia;12/07/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BERESZYNSKI.png?v=56;5.85;5.83
Serdar;Serdar Suat;C;"C;T";8;5;Verona;destro;"Germania;Turchia";11/04/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.07;5.96
Pellegrino;Pellegrino Marco;D;Dc;2;1;Salernitana;sinistro;"Argentina;Italia";18/07/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.35;5.3
Karlsson;Karlsson Jesper;A;A;2;11;Bologna;destro;Svezia;25/07/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/KARLSSON.png?v=56;5.92;5.92
Okoye;Okoye Maduka;P;Por;12;1;Udinese;destro;"Nigeria;Germania";28/08/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/OKOYE.png?v=56;6.17;4.93
Jovane;Jovane Cabral;A;A;7;5;Salernitana;destro;"Capo Verde;Portogallo";14/06/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.9;6.15
Kovalenko;Kovalenko Viktor;C;"C;T";7;4;Empoli;destro;Ucraina;14/02/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/KOVALENKO.png?v=56;5.94;6.16
Sanchez;Sanchez Alexis;A;A;16;15;Inter;destro;Cile;19/02/1988 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/SANCHEZ.png?v=56;6.18;6.76
Azmoun;Azmoun Sardar;A;Pc;13;12;Roma;ambidestro;Iran;01/01/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/AZMOUN.png?v=56;6.23;6.77
Touba;Touba Ahmed;D;"Ds;Dc";2;3;Lecce;sinistro;"Algeria;Belgio";13/03/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.42;5.33
Oudin;Oudin Remi;C;"W;T";17;5;Lecce;sinistro;Francia;18/11/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/OUDIN.png?v=56;6.18;6.48
Lirola;Lirola Pol;D;"Dd;E";9;3;Frosinone;destro;Spagna;13/08/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/LIROLA.png?v=56;5.75;6.02
Wieteska;Wieteska Mateusz;D;Dc;2;5;Cagliari;destro;Polonia;11/02/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.57;5.5
Berisha;Berisha Etrit;P;Por;3;1;Empoli;sinistro;"Albania;Kosovo";10/03/1989 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BERISHA.png?v=56;6.11;4.54
Haps;Haps Ridgeciano;D;"Ds;E";5;2;Genoa;sinistro;"Suriname;Olanda";12/06/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/HAPS.png?v=56;5.93;6.0
Lindstrom;Lindstrom Jesper;C;"W;T";3;15;Napoli;destro;Danimarca;29/02/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/LINDSTROM.png?v=56;5.91;5.84
Destro;Destro Mattia;A;Pc;2;1;Empoli;destro;Italia;20/03/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/DESTRO.png?v=56;5.68;5.59
Frattali;Frattali Pierluigi;P;Por;1;1;Frosinone;destro;Italia;01/12/1985 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lukaku;Lukaku Romelu;A;Pc;23;31;Roma;sinistro;"Belgio;Repubblica Democratica del Congo";13/03/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/LUKAKU.png?v=56;6.09;7.20
Kristiansen;Kristiansen Victor;D;"Ds;E";9;6;Bologna;sinistro;Danimarca;16/12/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/KRISTIANSEN.png?v=56;5.97;6.0
Pavard;Pavard Benjamin;D;"Dd;Dc";10;15;Inter;destro;Francia;28/03/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/PAVARD.png?v=56;6.29;6.24
Sazonov;Sazonov Saba;D;Dc;1;3;Torino;destro;"Georgia;Russia";01/02/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.75;5.69
Tchatchoua;Tchatchoua Jackson;C;W;5;3;Verona;destro;"Belgio;Camerun";14/09/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/TCHATCHOUA.png?v=56;5.76;5.76
Holm;Holm Emil;D;E;8;9;Atalanta;destro;Svezia;13/05/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/HOLM.png?v=56;6.0;6.15
Calafiori;Calafiori Riccardo;D;"Ds;E";13;4;Bologna;sinistro;Italia;19/05/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/CALAFIORI.png?v=56;6.35;6.57
Guendouzi;Guendouzi Matteo;C;"C;T";11;12;Lazio;sinistro;"Francia;Marocco";14/04/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/GUENDOUZI.png?v=56;6.02;6.21
Tchaouna;Tchaouna Loum;C;W;15;2;Salernitana;sinistro;"Francia;Ciad";08/09/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/TCHAOUNA.png?v=56;6.07;6.52
Kutlu;Kutlu Berkan;C;"M;C";4;5;Genoa;sinistro;"Turchia;Svizzera";25/01/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.0;6.0
Mandas;Mandas Christos;P;Por;11;1;Lazio;destro;Grecia;17/09/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/MANDAS.png?v=56;6.25;5.5
Reinier;Reinier Jesus Carvalho;C;"W;T";7;8;Frosinone;destro;Brasile;19/01/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/REINIER.png?v=56;5.97;6.31
Kristensen T.;Kristensen Thomas;D;Dc;6;2;Udinese;destro;Danimarca;17/01/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/KRISTENSEN-T.png?v=56;5.79;5.75
Castillejo;Castillejo Samu;C;W;1;4;Sassuolo;sinistro;Spagna;18/01/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/CASTILLEJO.png?v=56;5.77;5.68
Bourabia;Bourabia Mehdi;C;"M;C";2;5;Frosinone;destro;"Marocco;Francia";07/08/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BOURABIA.png?v=56;5.5;5.4
Freuler;Freuler Remo;C;"M;C";10;8;Bologna;destro;Svizzera;15/04/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/FREULER.png?v=56;6.11;6.06
Payero;Payero Martin;C;"C;T";7;5;Udinese;destro;"Argentina;Italia";11/09/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/PAYERO.png?v=56;5.88;6.02
Davis K.;Davis Keinan;A;Pc;7;10;Udinese;destro;Inghilterra;13/02/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.2;6.6
Hatzidiakos;Hatzidiakos Pantelis;D;"Dd;Dc";2;5;Cagliari;destro;"Grecia;Olanda";18/01/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.5;5.46
Klaassen;Klaassen Davy;C;"C;T";3;9;Inter;destro;Olanda;21/02/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.0;6.0
Bastoni S.;Bastoni Simone;D;"Ds;E";5;8;Empoli;sinistro;Italia;05/11/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BASTONI-S.png?v=56;5.88;6.0
Suslov;Suslov Tomas;C;"C;W;T";14;5;Verona;sinistro;Slovacchia;07/06/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/SUSLOV.png?v=56;6.12;6.47
Bondo;Bondo Warren;C;"C;T";6;1;Monza;destro;"Francia;Repubblica Democratica Del Congo";15/09/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BONDO.png?v=56;5.84;5.78
Sansone;Sansone Nicola;A;A;10;7;Lecce;destro;Italia;10/09/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/SANSONE.png?v=56;6.02;6.30
Pereyra;Pereyra Roberto;C;"C;W";15;14;Udinese;ambidestro;Argentina;07/01/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/PEREYRA.png?v=56;6.12;6.58
Cruz;Cruz Juan Manuel;A;Pc;1;3;Verona;destro;"Argentina;Italia";19/07/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.67;5.67
Ibrahimovic A.;Ibrahimovic Arijon;C;"C;W;T";4;1;Frosinone;destro;"Germania;Kosovo";11/12/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/IBRAHIMOVIC-A.png?v=56;6.06;6.5
Pisilli;Pisilli Niccolò;C;C;1;1;Roma;destro;Italia;23/09/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Comuzzo;Comuzzo Pietro;D;Dc;1;1;Fiorentina;destro;Italia;20/02/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.0;5.75
Donati;Donati Giulio;D;"Dd;Dc";1;1;Monza;destro;Italia;05/02/1990 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/DONATI.png?v=56;5.0;4.5
Bartesaghi;Bartesaghi Davide;D;"Ds;E";2;1;Milan;sinistro;Italia;29/12/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.0;6.0
Gomez;Gomez Alejandro;C;"W;T";1;11;Monza;destro;Argentina;15/02/1988 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/GOMEZ.png?v=56;6.25;6.25
Simy;Simeon Tochukwu Nwankwo;A;Pc;8;1;Salernitana;destro;Nigeria;07/05/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/SIMY.png?v=56;6.0;6.82
Nava;Nava Lapo;P;Por;1;1;Milan;destro;Italia;22/01/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.5;4.5
Nonge;Nonge Joseph;C;C;1;1;Juventus;sinistro;"Belgio;Repubblica Democratica del Congo";15/05/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.0;4.5
Traore' C.;Traoré Chaka;A;A;1;1;Milan;destro;Costa D''avorio;23/12/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;7.0;10.0
Gasperini T.;Gasperini Tito;P;Por;1;1;Bologna;destro;Italia;09/03/2006 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Camarda;Camarda Francesco;A;Pc;1;1;Milan;ambidestro;Italia;10/03/2008 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Simic J.;Simic Jan-Carlo;D;Dc;1;1;Milan;ambidestro;"Serbia;Germania";02/05/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.17;7.17
Samooja;Samooja Jesper;P;Por;1;1;Lecce;destro;Finlandia;21/07/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ghedjemis;Ghedjemis Fares;A;"W;A";1;1;Frosinone;sinistro;"Francia;Algeria";06/09/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.2;6.1
Gabbia;Gabbia Matteo;D;Dc;8;2;Milan;destro;Italia;21/10/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/GABBIA.png?v=56;6.06;6.26
Jimenez A.;Jimenez Alex;D;"Dd;Ds;E";1;1;Milan;destro;Spagna;08/05/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.0;4.5
Buchanan;Buchanan Tajon;C;E;7;7;Inter;destro;"Canada;Giamaica";08/02/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BUCHANAN.png?v=56;6.07;6.5
Giannetti L.;Giannetti Lautaro;D;Dc;2;4;Udinese;destro;"Argentina;Italia";13/11/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/GIANNETTI-L.png?v=56;5.79;5.64
Goglichidze;Goglichidze Saba;D;"Dd;Dc";1;1;Empoli;destro;Georgia;25/06/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Zurkowski;Zurkowski Szymon;C;C;8;7;Empoli;destro;Polonia;25/09/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/ZURKOWSKI.png?v=56;6.04;6.81
Spence;Spence Djed;D;"Dd;E";7;5;Genoa;destro;"Inghilterra;Giamaica";09/08/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/SPENCE.png?v=56;6.0;5.97
Pierotti;Pierotti Santiago;A;A;5;2;Lecce;destro;"Argentina;Italia";03/04/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.07;6.21
Traore' Hj.;Traorè Hamed;C;"W;T";5;6;Napoli;destro;Costa D''avorio;18/02/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/TRAORE-HJ.png?v=56;5.81;5.75
Ilic M.;Ilic Mihajlo;D;Dc;1;3;Bologna;destro;Serbia;04/06/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Cerri;Cerri Alberto;A;Pc;7;7;Empoli;destro;Italia;16/04/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/CERRI.png?v=56;5.86;6.05
Noslin;Noslin Tijjani;A;"W;A";14;5;Verona;destro;Olanda;07/07/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NOSLIN.png?v=56;6.35;7.41
Djalo';Djalò Tiago;D;"Dd;Ds;Dc";4;7;Juventus;ambidestro;Portogallo;09/04/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.0;6.0
Tavsan;Tavsan Elayis;A;A;2;3;Verona;sinistro;"Olanda;Turchia";30/04/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.0;6.0
Popovic;Popovic Matija;C;T;1;1;Monza;destro;Serbia;08/01/2006 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Dani Silva;Dani Silva;C;"M;C";4;3;Verona;destro;Portogallo;11/04/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.83;5.72
