Cognome;Nome Completo;Ruolo;Ruoli Mantra;Quotazione attuale;Quotazione iniziale;Squadra;Piede;Nazionalità;Data Nascita;Foto;Media Voto;Media Fantavoto
Alex Sandro;Alex Sandro Lobo;D;"Ds;Dc";2;4;Juventus;sinistro;Brasile;26/01/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Danilo;Danilo Luiz da Silva;D;"Dd;Ds;Dc";7;12;Juventus;destro;Brasile;15/07/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Pellegrini Lu.;Pellegrini Luca;D;"Ds;E";2;2;Lazio;sinistro;Italia;07/03/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Cambiaso;Cambiaso Andrea;D;"Dd;Ds;E";11;3;Juventus;sinistro;Italia;20/02/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
De Sciglio;De Sciglio Mattia;D;"Dd;Ds;E";1;1;Juventus;destro;Italia;20/10/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kostic;Kostic Filip;C;"E;W";8;12;Juventus;sinistro;Serbia;01/11/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Weah;Weah Timothy;C;"E;W";5;8;Juventus;destro;"Stati Uniti;Francia";22/02/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Locatelli;Locatelli Manuel;C;"M;C";10;8;Juventus;destro;Italia;08/01/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Nicolussi Caviglia;Nicolussi Caviglia Hans;C;"M;C";2;1;Juventus;destro;Italia;18/06/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Rovella;Rovella Nicolò;C;"M;C";5;3;Lazio;destro;Italia;04/12/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mckennie;McKennie Weston;C;C;12;4;Juventus;destro;Stati Uniti;28/08/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Rabiot;Rabiot Adrien;C;C;12;15;Juventus;sinistro;Francia;03/04/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Fagioli;Fagioli Nicolò;C;"C;T";2;9;Juventus;destro;Italia;12/02/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Miretti;Miretti Fabio;C;"C;T";5;3;Juventus;destro;Italia;03/08/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Pogba;Pogba Paul;C;"C;T";1;10;Juventus;ambidestro;"Francia;Guinea";15/03/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Iling Junior;Iling Junior Samuel;C;W;5;1;Juventus;sinistro;Inghilterra;04/10/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Soule';Soulè Matias;A;"W;A";1;1;Juventus;sinistro;"Argentina;Italia";15/04/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Chiesa;Chiesa Federico;A;A;25;10;Juventus;destro;Italia;25/10/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kean;Kean Moise;A;Pc;5;4;Juventus;destro;"Italia;Costa d''Avorio";28/02/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Milik;Milik Arkadiusz;A;Pc;12;11;Juventus;sinistro;Polonia;28/02/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Vlahovic;Vlahovic Dusan;A;Pc;23;18;Juventus;sinistro;Serbia;28/01/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Adamonis;Adamonis Marius;P;Por;1;1;Lazio;destro;Lituania;13/05/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Luis Maximiano;Luis Maximiano;P;Por;1;1;Lazio;ambidestro;Portogallo;05/01/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Provedel;Provedel Ivan;P;Por;11;14;Lazio;destro;Italia;17/03/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Casale;Casale Nicolò;D;Dc;4;8;Lazio;destro;Italia;14/02/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Gila;Gila Mario;D;Dc;7;1;Lazio;destro;Spagna;29/08/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Romagnoli;Romagnoli Alessio;D;Dc;6;11;Lazio;sinistro;Italia;12/01/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Patric;Patric;D;"Dd;Dc";7;2;Lazio;destro;Spagna;17/04/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lazzari;Lazzari Manuel;D;"Dd;E";4;4;Lazio;destro;Italia;29/11/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Hysaj;Hysaj Elseid;D;"Dd;Ds;E";5;5;Lazio;destro;Albania;20/02/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Marusic;Marusic Adam;D;"Dd;Ds;E";6;5;Lazio;destro;"Montenegro;Serbia";17/10/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Akpa Akpro;Akpa Akpro Jean-Daniel;C;"M;C";1;1;Lazio;destro;"Costa d''Avorio;Francia";11/10/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Cataldi;Cataldi Danilo;C;"M;C";5;5;Lazio;destro;Italia;06/08/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Marcos Antonio;Marcos Antonio;C;"M;C";3;3;Lazio;destro;Brasile;13/06/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Vecino;Vecino Matias;C;"M;C";15;5;Lazio;destro;"Uruguay;Italia";24/08/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Basic;Basic Toma;C;C;1;1;Lazio;sinistro;Croazia;25/11/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Luis Alberto;Luis Alberto Alconchel;C;"C;T";20;15;Lazio;destro;Spagna;28/09/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Felipe Anderson;Felipe Anderson;C;"W;A";20;15;Lazio;destro;Brasile;15/04/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Zaccagni;Zaccagni Mattia;C;"W;A";15;28;Lazio;destro;Italia;16/06/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Cancellieri;Cancellieri Matteo;A;A;1;1;Lazio;sinistro;Italia;12/02/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Pedro;Pedro Rodriguez Ledesma;A;A;7;5;Lazio;ambidestro;Spagna;28/07/1987 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Castellanos;Castellanos Taty;A;Pc;13;6;Lazio;destro;Argentina;03/10/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Immobile;Immobile Ciro;A;Pc;13;27;Lazio;destro;Italia;20/02/1990 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Maignan;Maignan Mike;P;Por;9;15;Milan;destro;"Francia;Guyana Francese";03/07/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mirante;Mirante Antonio;P;Por;1;1;Milan;destro;Italia;08/07/1983 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Sportiello;Sportiello Marco;P;Por;6;1;Milan;destro;Italia;10/05/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kjaer;Kjaer Simon;D;Dc;3;2;Milan;destro;Danimarca;26/03/1989 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Thiaw;Thiaw Malick;D;Dc;3;7;Milan;destro;"Germania;Finlandia";08/08/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Tomori;Tomori Fikayo;D;Dc;7;11;Milan;destro;"Inghilterra;Canada";19/12/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kalulu;Kalulu Pierre;D;"Dd;Dc";3;6;Milan;destro;"Francia;Repubblica Democratica del Congo";05/06/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Calabria;Calabria Davide;D;"Dd;E";7;8;Milan;destro;Italia;06/12/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ballo-Toure';Ballo-Tourè Fodè;D;"Ds;E";1;1;Milan;sinistro;"Francia;Mali";03/01/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Hernandez T.;Hernandez Theo;D;"Ds;E";15;15;Milan;sinistro;"Francia;Spagna";06/10/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Florenzi;Florenzi Alessandro;D;"Dd;Ds;E";8;1;Milan;destro;Italia;11/03/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bennacer;Bennacer Ismael;C;"M;C";11;7;Milan;sinistro;"Algeria;Francia";01/12/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Krunic;Krunic Rade;C;"M;C";4;4;Milan;destro;Bosnia Erzegovina;07/10/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Reijnders;Reijinders Tijjani;C;"M;C";13;7;Milan;destro;Olanda;29/07/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Loftus-Cheek;Loftus-Cheek Ruben;C;C;12;10;Milan;destro;"Inghilterra;Giamaica";23/01/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Pobega;Pobega Tommaso;C;C;1;2;Milan;ambidestro;Italia;15/07/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Messias;Messias Junior;C;W;7;7;Milan;sinistro;Brasile;13/05/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Romero L.;Romero Luka;C;W;1;2;Milan;sinistro;"Argentina;Spagna";18/11/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Saelemaekers;Saelemaekers Alexis;C;W;3;3;Milan;destro;Belgio;27/06/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Adli;Adli Yacine;C;T;7;1;Milan;destro;"Francia;Algeria";29/07/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Chukwueze;Chukwueze Samuel;C;"W;A";8;14;Milan;sinistro;Nigeria;22/05/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
De Ketelaere;De Ketelaere Charles;C;"T;A";24;6;Atalanta;sinistro;Belgio;10/03/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Pulisic;Pulisic Christian;C;"T;A";26;13;Milan;destro;"Stati Uniti;Croazia";18/09/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Rafael Leao;Leao Rafael;A;A;29;25;Milan;destro;"Portogallo;Angola";10/06/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Colombo;Colombo Lorenzo;A;Pc;1;1;Milan;sinistro;Italia;08/03/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Giroud;Giroud Olivier;A;Pc;28;14;Milan;sinistro;Francia;30/09/1986 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Okafor;Okafor Noah;A;Pc;19;9;Milan;destro;"Svizzera;Nigeria";24/05/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Origi;Origi Divock;A;Pc;1;1;Milan;destro;"Belgio;Kenia";18/04/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Contini;Contini Nikita;P;Por;1;1;Napoli;destro;"Italia;Ucraina";21/05/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Gollini;Gollini Pierluigi;P;Por;4;2;Napoli;destro;Italia;18/03/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Meret;Meret Alex;P;Por;11;15;Napoli;sinistro;Italia;22/03/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ostigard;Ostigard Leo;D;Dc;6;1;Napoli;destro;Norvegia;28/11/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Rrahmani;Rrahmani Amir;D;Dc;9;12;Napoli;ambidestro;"Kosovo;Albania";24/02/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Juan Jesus;Juan Jesus Nunes;D;"Ds;Dc";4;2;Napoli;sinistro;Brasile;10/06/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Di Lorenzo;Di Lorenzo Giovanni;D;"Dd;E";12;15;Napoli;destro;Italia;04/08/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Zanoli;Zanoli Alessandro;D;"Dd;E";2;1;Napoli;destro;Italia;03/10/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mario Rui;Mario Rui Duarte;D;"Ds;E";3;9;Napoli;sinistro;Portogallo;27/05/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Olivera;Olivera Mathias;D;"Ds;E";5;5;Napoli;sinistro;"Uruguay;Spagna";31/10/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Demme;Demme Diego;C;M;1;1;Napoli;destro;"Germania;Italia";21/11/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lobotka;Lobotka Stanislav;C;"M;C";9;9;Napoli;ambidestro;Slovacchia;25/11/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Saco;Saco Coli;C;"M;C";1;1;Napoli;sinistro;"Mali;Francia";15/05/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Zambo Anguissa;Zambo Anguissa Andrè;C;"M;C";5;10;Napoli;destro;Camerun;16/11/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Folorunsho;Folorunsho Michael;C;"C;T";1;1;Napoli;destro;"Italia;Nigeria";07/02/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Gaetano;Gaetano Gianluca;C;"C;T";6;1;Napoli;destro;Italia;05/05/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Zielinski;Zielinski Piotr;C;"C;T";9;14;Napoli;destro;Polonia;20/05/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Elmas;Elmas Eljif;C;"C;W;T";9;8;Lipsia;destro;Macedonia del Nord;24/09/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Politano;Politano Matteo;C;W;22;11;Napoli;sinistro;Italia;03/08/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Zerbin;Zerbin Alessio;C;W;2;1;Napoli;destro;Italia;03/03/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kvaratskhelia;Kvaratskhelia Khvicha;A;A;21;23;Napoli;ambidestro;Georgia;12/02/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lozano;Lozano Hirving;A;A;6;6;Napoli;destro;Messico;30/07/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Raspadori;Raspadori Giacomo;A;A;15;4;Napoli;ambidestro;Italia;18/02/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Osimhen;Osimhen Victor;A;Pc;22;43;Napoli;destro;Nigeria;29/12/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Simeone;Simeone Giovanni;A;Pc;3;8;Napoli;destro;"Argentina;Spagna";05/07/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Boer;Boer Pietro;P;Por;1;1;Roma;destro;Italia;12/05/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Rui Patricio;Rui Patricio;P;Por;9;11;Roma;sinistro;Portogallo;15/02/1988 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Svilar;Svilar Mile;P;Por;14;1;Roma;destro;"Serbia;Belgio";27/08/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ibanez;Ibanez Roger;D;Dc;5;5;Roma;destro;"Brasile;Uruguay";23/11/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kumbulla;Kumbulla Marash;D;Dc;1;1;Roma;destro;"Albania;Italia";08/02/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Llorente D.;Llorente Diego;D;Dc;7;4;Roma;destro;Spagna;16/08/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mancini;Mancini Gianluca;D;Dc;12;9;Roma;destro;Italia;17/04/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
N'Dicka;N'Dicka Evan;D;Dc;7;8;Roma;sinistro;"Francia;Camerun";20/08/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Smalling;Smalling Chris;D;Dc;7;14;Roma;destro;Inghilterra;22/11/1989 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Celik;Celik Zeki;D;"Dd;E";4;1;Roma;destro;Turchia;17/02/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Karsdorp;Karsdorp Rick;D;"Dd;E";7;1;Roma;destro;Olanda;11/02/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kristensen;Kristensen Rasmus;D;"Dd;E";5;7;Roma;destro;Danimarca;11/07/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Spinazzola;Spinazzola Leonardo;D;E;11;8;Roma;destro;Italia;25/03/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Zalewski;Zalewski Nicola;C;E;4;4;Roma;destro;Polonia;23/01/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Cristante;Cristante Bryan;C;"M;C";12;6;Roma;destro;"Italia;Canada";03/03/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Faticanti;Faticanti Giacomo;C;"M;C";1;1;Roma;destro;Italia;31/07/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Matic;Matic Nemanja;C;"M;C";5;5;Olympique Lione;sinistro;"Serbia;Slovacchia";01/08/1988 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bove;Bove Edoardo;C;C;7;2;Roma;destro;Italia;16/05/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Aouar;Aouar Houssem;C;"C;T";10;11;Roma;destro;"Francia;Algeria";30/06/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Pellegrini Lo.;Pellegrini Lorenzo;C;"C;T";19;12;Roma;destro;Italia;19/06/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
El Shaarawy;El Shaarawy Stephan;C;"W;A";14;11;Roma;destro;"Italia;Egitto";27/10/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Dybala;Dybala Paulo;A;A;29;18;Roma;sinistro;"Argentina;Italia";15/11/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Solbakken;Solbakken Ola;A;A;2;1;Roma;sinistro;Norvegia;07/09/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Abraham;Abraham Tammy;A;Pc;7;8;Roma;destro;Inghilterra;02/10/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Belotti;Belotti Andrea;A;Pc;16;3;Fiorentina;destro;Italia;20/12/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Caleta-Car;Caleta-Car Duje;D;Dc;5;5;Olympique Lione;destro;Croazia;17/09/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Infantino;Infantino Gino;C;"W;T";1;3;Fiorentina;sinistro;Argentina;19/05/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kamada;Kamada Daichi;C;"C;T";11;11;Lazio;destro;Giappone;05/08/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Musah;Musah Junus;C;C;5;6;Milan;destro;"Inghilterra;Ghana";29/11/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mina;Mina Yerry;D;Dc;2;7;Fiorentina;destro;Colombia;23/09/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Natan;Natan;D;Dc;2;6;Napoli;sinistro;Brasile;06/02/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Maitland-Niles;Maitland-Niles Ainsley;D;"Dd;E";9;3;Olympique Lione;destro;Inghilterra;29/08/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ramos G.;Ramos Goncalo;A;Pc;28;35;Paris Saint-Germain;destro;Portogallo;20/06/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Livramento;Livramento Tino;D;"Dd;E";8;8;Newcastle United;destro;Inghilterra;12/11/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Isaksen;Isaksen Gustav;A;A;12;7;Lazio;ambidestro;Danimarca;19/04/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
